week,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2025-48,-0.7673697461493305,1.0,-0.09914316647460862,1.0,1.0
2025-50,0.06554947494433357,1.0,-0.6649401930517057,1.0,1.0
2025-51,0.7327051667670771,0.8864884041665113,0.17485117045100804,0.4769980118088106,8.0
2025-52,0.4553972968776479,0.7130849150554575,0.5242355645782218,0.4171885840343673,3.0
2026-00,0.3722354574604051,0.7894214091407337,-0.2062289795201562,0.618701482143659,4.0
2026-01,-0.8677130051842913,1.4068906224743987,0.6312220448009612,1.6583360454155194,7.0
2026-02,0.0047020762840391216,0.714547918429892,-0.3543197572326026,0.8291325000852307,17.0
2026-03,-0.8226773358858334,0.9425269069723936,0.20739978654928518,1.0855362028335824,17.0
2026-04,-0.17582772113980416,1.1077616311548208,-0.6689763784624001,1.2280602549424,13.0
2026-05,-0.2788992741731215,0.9830917901903282,0.10730806725612807,1.179812637558749,18.0
2026-06,-0.14476089730353814,0.6452335847098021,0.1367512076534867,0.8502965106451313,19.0
2026-07,0.25024924088310624,1.3326398738956229,0.37028146133657325,0.9728191073122623,34.0
2026-08,-0.0358892952133476,1.4134258986974029,0.10830233521700956,1.0979282858641306,24.0
2026-09,0.0663478033912568,0.8846077073202586,-0.14386125539958242,0.8755271130680663,28.0
2026-10,0.0389674442490192,0.8244667246870208,-0.002787814579792517,0.678795326952449,13.0
2026-11,-0.3694614142846024,0.9300106834276457,-0.03477071534374985,0.8873706550279213,15.0
2026-12,-0.3635205425074173,0.24647990811761877,0.7547085969620546,0.6574911488155487,4.0
2026-13,-0.027469824564183575,0.7089302849981168,-0.16508709999341045,0.9421863879387314,39.0
2026-14,0.19285932158569136,0.9772451835470669,-0.19111716253943978,0.9429194192656998,23.0
2026-15,0.06520496348802325,0.9898666650482671,0.046726126537623654,0.9767822914846307,15.0
2026-16,0.0907364181349373,0.8480031260424715,0.05056696079273903,1.2159534928175457,29.0
2026-17,0.3757029734575355,0.6960537897427471,0.07808471551901482,0.6741808242183277,30.0
2026-18,-0.0735220504134,0.9011393173854254,-0.25080249167939017,0.9455399341752316,19.0
2026-19,0.14624474746312457,1.174926114055261,-0.08684013622287558,0.8801377371723016,13.0
2026-20,0.11012346024399236,1.0150486356899497,-0.5765571081338839,0.7927037400390685,10.0
2026-21,0.053818297183972706,1.3756525254395875,0.3286885022624327,1.3120853631153608,12.0
2026-22,-0.20735235133793445,1.0098549819891416,0.8332810882825192,1.3599265040798725,5.0
2026-23,0.0167815350595699,0.3420318209939365,-0.15510423156074357,0.8332895781116569,3.0
2026-24,-0.21261709604709883,1.0,-1.6113643102352142,1.0,1.0
