day,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2025-12-03,-0.772824033797472,1.0,-0.0911274095755963,1.0,1.0
2025-12-15,0.06417950328585262,1.0,-0.6620628192496673,1.0,1.0
2025-12-23,-0.1992314978275577,0.951512434048669,0.14880969575314157,0.7383423611979089,2.0
2025-12-24,1.328614281280654,0.7900442924884691,-0.0656415058334436,0.21939368074352658,3.0
2025-12-26,1.2463987849265854,1.0,0.6059513592813337,1.0,1.0
2025-12-27,0.9986330320138745,1.0,0.9056924493602213,1.0,1.0
2025-12-28,0.07053247130925551,1.0,-0.13784030673074762,1.0,1.0
2025-12-31,0.4559389892225092,0.716581609628939,0.5379126427359071,0.42097735397793046,3.0
2026-01-02,0.767373651376255,1.0,0.5287916630875571,1.0,1.0
2026-01-03,0.2407012576504031,0.916488072459845,-0.44184487551824,0.48100215249859474,3.0
2026-01-06,-1.0491781428154958,1.1792095271274803,-0.507650742542362,1.7891795104775179,2.0
2026-01-08,-0.2153510897438725,1.0,1.32193772936773,1.0,1.0
2026-01-10,0.4517105527134262,1.0,-0.4881870353943823,1.0,1.0
2026-01-11,-1.4244524804253764,1.9263888556832265,1.5649863681086356,1.8274996542774118,3.0
2026-01-12,0.4431454318505563,0.5330800660907843,-0.407195475169748,0.1056673460744132,2.0
2026-01-13,0.21277990820298354,0.5838240438895103,-0.701593424590066,0.6445469122389328,7.0
2026-01-14,0.17773880670417852,1.0,1.4679155329775777,1.0,1.0
2026-01-15,-0.5843373403866734,0.5345893393882248,-0.1343806636046462,0.6148298253045561,3.0
2026-01-16,0.9350899272926831,1.0,0.38717744740516596,1.0,1.0
2026-01-17,-0.024762049041787165,0.2695336062005669,-1.1304893712777122,0.9083526745501246,2.0
2026-01-18,-1.5739491088037314,1.0,0.6097180021477003,1.0,1.0
2026-01-19,-0.21490973064691737,1.0,-1.6407015981744417,1.0,1.0
2026-01-20,-0.9578345249850186,1.1474542669367247,0.5884909517250487,1.5908496296685883,3.0
2026-01-22,-0.4847868439255518,0.5539407837196669,-0.332986622073746,0.09814440009595345,3.0
2026-01-23,0.1485007152328359,1.0,0.2042490916276836,1.0,1.0
2026-01-24,-1.425941404731757,0.7547750826710481,0.3387579893481116,1.140674818875826,5.0
2026-01-25,-0.6106699721608685,1.2888775679363262,0.655482594118302,1.0011682513178997,4.0
2026-01-26,-1.2144874590614096,1.3160355586316654,-0.1939078490952868,1.4418204906460463,2.0
2026-01-27,-0.09709904170034524,0.13288595628071073,-1.2469594554213803,0.5802536232771399,3.0
2026-01-28,-0.8030006319086356,0.7293818766074864,-1.1996936633594177,0.42595109136865883,3.0
2026-01-29,0.3690273227429547,0.39127845151634555,0.07257777044095859,0.207134057315722,2.0
2026-01-30,2.643484520787407,1.0,2.431369036802573,1.0,1.0
2026-02-01,-0.21513041019539492,0.000312088010395341,-1.706746652667742,0.09340181179209553,2.0
2026-02-02,-0.7871182118501284,1.0,-0.5660418639863009,1.0,1.0
2026-02-03,-0.088064837560694,0.8673206399525385,0.6890891940991333,0.43176244011083853,2.0
2026-02-04,-1.4166855495863053,1.0,1.3808435725898196,1.0,1.0
2026-02-06,0.03287258840334941,0.8438223786951146,-0.21361528145166195,0.7328122013150635,6.0
2026-02-07,-0.35403865061190776,1.1885014372859837,0.1483225305044302,1.5940372529285425,8.0
2026-02-09,-0.7871182118501284,1.0,-1.149953078425692,1.0,1.0
2026-02-10,-0.20394346470248428,0.3129726036164201,-0.10883618394048315,0.6958303892881849,6.0
2026-02-11,0.21092947024509762,1.2827209814033422,1.139287696428144,0.3554359108695198,4.0
2026-02-12,-0.5727055410602824,1.0,0.9521272935561159,1.0,1.0
2026-02-13,0.3259165498873931,0.447433191062342,0.6210089964595509,0.4997300877869663,2.0
2026-02-14,-0.11491661267008063,0.021095275942694367,-0.2517414258235584,0.49743749484812627,2.0
2026-02-15,-0.508137237938738,0.2590886186218169,-0.581027409088423,0.6460845029010311,3.0
2026-02-16,2.156309608698123,2.9806614554292454,0.41554682454389086,2.2994868344306187,3.0
2026-02-17,0.009503756571453015,0.028550434747706143,0.4466333330125947,0.6566968012457465,2.0
2026-02-18,0.47896184536150876,1.0416337009109407,-0.20337300801054212,1.040461680717362,5.0
2026-02-19,-0.06130740567648905,1.1077682754469493,0.4768733289060756,0.7357630752344305,6.0
2026-02-20,-0.2695021955427818,1.4171753287795734,0.6540747716472038,0.9341583152313966,7.0
2026-02-21,0.2920746192510391,0.9939555060106713,0.09647472759237369,0.9237578713085824,4.0
2026-02-22,0.11442493181368786,0.5021231856963645,0.5609255290234395,0.7067836497200196,7.0
2026-02-23,-0.1505776206541397,0.7028578261169086,0.11118654351617008,1.5190920936988315,6.0
2026-02-24,-1.753022216055447,2.451836426451236,1.2911111018575958,0.5745498124880094,4.0
2026-02-25,0.6035023917333522,0.9073776697641178,-0.13273654233510168,0.6898133992202095,7.0
2026-02-26,0.32371685323334426,0.7106990817618049,-0.4886305219916583,0.7926574163645268,5.0
2026-02-27,-0.6256238941967747,1.0,-0.9164590818960104,1.0,1.0
2026-03-01,1.8181253789248761,1.0,1.2321270497300028,1.0,1.0
2026-03-02,0.04393803450632988,0.5026355875541463,-0.3465854632607211,0.9740700468599243,3.0
2026-03-03,1.374366531770587,1.2374491974371216,0.03482328746297769,1.3176909029233614,2.0
2026-03-04,0.0372103545140389,1.1393832665205195,-0.10469966836928839,0.7154109074195433,3.0
2026-03-05,0.14797154856123426,0.3219113148342008,-0.2653246039986809,1.1724332714664878,5.0
2026-03-06,-0.28074479437224437,0.9221503404231028,-0.2685827003670371,0.7455699168101925,9.0
2026-03-07,-0.30399465992737307,0.9195224574402052,0.6542942166109832,0.48018351664496817,2.0
2026-03-08,0.30145151437419276,1.0773249721993052,-0.028148414303919178,1.2054212380650748,4.0
2026-03-09,0.005017488567913619,0.7833320430203975,0.5287916630875573,1.2180183590558489,2.0
2026-03-11,-0.34546476176164226,0.6245922989840059,-0.3070248380939557,0.4213570681479598,2.0
2026-03-12,0.05321453252006558,0.4611177133306373,-0.063666907292485,0.8145438578917007,5.0
2026-03-13,-0.7585298557448156,1.0,-0.03143870765512523,1.0,1.0
2026-03-14,1.2597862156342143,1.3994902344981768,0.02284630083075792,0.720088766474103,2.0
2026-03-15,-0.7024119715380905,1.0,-0.029708600353082402,1.0,1.0
2026-03-16,-0.5078028614208561,1.8967205603815307,0.7828040663984751,0.5355698408297132,3.0
2026-03-17,-0.039110054388313234,0.24924246244650805,-1.3963570028341286,0.5323590642070274,2.0
2026-03-18,-0.21305381112826705,0.17652044656081767,-0.2523286127047569,0.616677091715685,2.0
2026-03-19,-0.9052656327099914,1.0124855582141148,-0.3503501074120807,0.7666509457508901,3.0
2026-03-20,-0.07240930921730848,1.0,0.037333057601069836,1.0,1.0
2026-03-21,-0.5250582808847611,0.977059322477055,0.7964176363722779,0.5505167724546209,2.0
2026-03-22,0.15013007782705584,0.4264991977312233,-0.030436892327854514,0.9776665239756804,2.0
2026-03-23,-0.39920111440450046,0.29277678157874076,0.7419287553085043,0.8026913870798456,3.0
2026-03-24,-0.2570424423974537,1.0,0.8061494899462676,1.0,1.0
2026-03-30,1.256419835677786,1.0,1.0386326586582477,1.0,1.0
2026-03-31,-0.33715309311171054,0.8038892972596068,-0.16879469328155855,1.0639520476762363,7.0
2026-04-01,0.2856821971775239,0.6127074410402144,0.0819700508896966,1.2055214564586654,7.0
2026-04-02,0.1825570080286713,0.9271637442657845,-0.13062304044103787,1.2037749667788962,4.0
2026-04-04,-0.14328807890274262,0.5986322380217244,-0.5782579994336832,0.7625680815941066,14.0
2026-04-05,-0.07389828609779354,0.7440827323953383,0.3647017986594507,0.2819857946455778,6.0
2026-04-06,0.09149546566634925,0.9001337529724778,-0.2041936033892046,1.1132582030790366,12.0
2026-04-07,0.47674157739196377,1.4587886143177282,0.08472919845837627,0.6133278072187504,5.0
2026-04-08,-0.6918236914990857,1.0,0.7185628077803593,1.0,1.0
2026-04-09,0.34931638549054667,0.7985604017074894,-0.7210634007795682,1.4873684348163665,2.0
2026-04-10,-0.6918236914990857,1.0,-0.9163885926499354,1.0,1.0
2026-04-11,0.8876667767683661,0.013293324115334165,-0.23555606098387008,0.05055766277644464,2.0
2026-04-13,0.4993578128889475,1.0,0.13465159334096852,1.0,1.0
2026-04-14,0.3329949365451201,0.6443861454124133,-0.21439273832858075,1.5970161302220045,2.0
2026-04-15,0.11392149751869214,1.2921790615476516,-0.010365615491435146,1.0690211118365398,6.0
2026-04-16,0.4417373248422038,1.0,-0.518896743881956,1.0,1.0
2026-04-17,-0.44000817750147864,1.0652075781639183,0.6016047379713598,1.0045632154927702,4.0
2026-04-18,0.6422995934155116,1.0,-0.6049692782822603,1.0,1.0
2026-04-20,0.5182824500002142,0.8367972420748632,0.021825688608062555,1.5296649250578158,10.0
2026-04-21,0.0908003460803104,1.149773954418715,-0.06781451362248246,0.4225340570257499,4.0
2026-04-22,0.7239334255526347,0.05701222183907076,1.1740253751625283,0.4911083940090483,2.0
2026-04-23,-0.321616608986728,0.414609814173356,-0.5247843855336266,0.4304284251008011,3.0
2026-04-24,0.04384019238949277,0.36592765042108577,1.281616955009029,2.0126190023224635,2.0
2026-04-25,0.21184853415237398,1.304938878076231,0.11170992664745713,0.3749379954350132,2.0
2026-04-26,-0.6004182541463604,0.6425886370893601,-0.3053505261118867,1.216204198518243,6.0
2026-04-27,-0.11730244271821126,0.4817654087403931,-0.35843373604093554,0.5434765518315787,6.0
2026-04-28,1.4092668129922528,1.0,0.5446056129536819,1.0,1.0
2026-04-29,0.2519378215768378,0.7291732105089828,0.27646415878486125,0.7679858574702845,6.0
2026-04-30,0.7297858024921787,0.21311425516665175,0.24779794320054585,0.6777014283010668,3.0
2026-05-01,0.9725833058456836,0.5334994686001613,0.19543541917893859,0.6160775159788422,8.0
2026-05-02,0.0606116065101861,0.46017927805642794,-0.051725238910169724,0.6684562339583535,4.0
2026-05-03,-0.45593881385092044,0.5712712276874352,0.23131291299535056,1.4658045284239791,2.0
2026-05-04,-0.67699602577861,0.18440009305278332,-0.22978195499143306,0.23814994889037083,3.0
2026-05-05,0.11707868152245401,0.46950251504063406,-0.8528923602005581,1.1141305089054792,2.0
2026-05-06,1.2058516512934132,0.9025006013377821,0.753777404058189,0.363222606147704,3.0
2026-05-07,-0.2236326373458083,0.10380252572128967,0.43198289110629606,1.7894416613215438,2.0
2026-05-08,-0.3283077434058964,1.3355685592335653,-0.3824216717431803,0.8669269452002625,4.0
2026-05-09,-0.447631483099539,0.2779565313943346,-0.7947404229750623,0.10322189483524141,2.0
2026-05-10,-0.17828626479717383,0.6279451839326947,-0.7530478527354374,1.2585082642296648,3.0
2026-05-11,-0.7156473215868464,0.10107510232521258,0.6796353934843997,0.165155031736386,2.0
2026-05-12,-0.18739892189877105,0.2131574209487599,-0.5830507663921063,0.38189012255887383,2.0
2026-05-13,-1.0730017729032564,1.0,0.40714349341268413,1.0,1.0
2026-05-14,1.524505341709845,1.6152657958371657,0.29681970219871684,1.4712040236168882,3.0
2026-05-15,-0.08552554586265898,0.9254779329966211,-0.5554119609455748,0.7157221267564886,4.0
2026-05-16,0.6631736312066923,1.0,-0.29577438758863994,1.0,1.0
2026-05-19,0.021250913394250583,0.1016465695614126,-0.2284286914315005,0.051211679448408556,2.0
2026-05-20,0.019676288647794735,0.1541432855171661,-0.4325639578549758,0.8126727602131869,3.0
2026-05-22,0.07053247130925551,1.0,-1.539227221385286,1.0,1.0
2026-05-23,0.4128667529667018,2.082897534783425,-0.21460204954052517,0.8004745257082124,3.0
2026-05-24,-0.2153510897438725,1.0,-1.7727917071610424,1.0,1.0
2026-05-25,0.3785214607843667,0.44042201417455584,-0.5996924175099427,1.0660450982155447,2.0
2026-05-26,0.24016868147761036,0.5131099965516369,-0.29371639791930826,1.484835535011731,2.0
2026-05-27,0.5231814429767079,2.395825030891831,0.8791383917511917,1.7203373878618573,4.0
2026-05-28,-0.1738383142919316,1.0,1.7632382283341859,1.0,1.0
2026-05-29,-1.594909320174438,1.0,0.8651775081489309,1.0,1.0
2026-05-30,1.2140667155217675,1.0,0.5628531505965217,1.0,1.0
2026-05-31,-0.2149097306469174,0.8712563105263946,-0.13789837689669668,0.5889343136567005,2.0
2026-06-04,-0.2153510897438725,1.0,1.497111093699547,1.0,1.0
2026-06-05,0.7819926971119263,0.30781962980860206,1.624509904122687,1.8016912553060318,2.0
2026-06-06,-1.4470522212964894,1.0,0.09748044089379368,1.0,1.0
2026-06-07,-0.1534096515156947,1.1657328468174517,0.1541153004889479,1.0735077062865106,2.0
2026-06-08,-0.5851679501510327,0.3745681330923727,-0.5128482858121506,0.9284230216473601,7.0
2026-06-09,0.43423989064906826,1.2395646350916347,0.11648546666952053,0.7731315074184117,3.0
2026-06-10,1.5100897562624833,1.0,1.0389957120557545,1.0,1.0
2026-06-11,0.45044721430385143,1.0,-0.09806503850138297,1.0,1.0
2026-06-12,0.31557552364050806,1.0,0.8075397547425524,1.0,1.0
2026-06-13,-0.8824127322011712,1.0,0.40714349341268385,1.0,1.0
2026-06-16,-0.7985732730670957,1.0914322685261446,-0.5232230170580465,1.663451090604757,3.0
2026-06-19,-0.1226548765786581,1.0,-1.3436536736728586,1.0,1.0
2026-06-21,-0.2628085266318229,0.19820719272127835,-0.7894062580717522,0.7838242120533221,2.0
2026-06-22,0.1880046254874499,0.12937613097627212,-0.20408768815078024,0.30388525839495084,2.0
2026-06-23,-0.4613382287768318,1.0,-0.8802469560820889,1.0,1.0
2026-06-24,0.5243757637428258,1.0,1.075207837869676,1.0,1.0
2026-06-25,-0.016494745442472897,0.5129361791945544,-0.7149659240328161,0.4898010743691473,2.0
